Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,Winner,,
Azerbaijan,8,Baku City Circuit,2017,Lewis Hamilton,2,17,17:39:17,15.234,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sebastian Vettel,2,17,17:39:18,15.174,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sergio Perez,2,17,17:39:19,15.278,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Felipe Massa,2,17,17:39:20,15.033,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Esteban Ocon,2,17,17:39:21,15.061,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Kimi Raikkonen,2,17,17:39:22,15.049,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Lance Stroll,2,17,17:39:23,15.327,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Nico Hulkenberg,2,17,17:39:24,15.638,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Daniel Ricciardo,3,17,17:39:26,15.135,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Kevin Magnussen,2,17,17:39:27,15.128,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Fernando Alonso,2,17,17:39:29,15.104,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Carlos Sainz,2,17,17:39:31,14.966,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Stoffel Vandoorne,2,17,17:39:32,15.097,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Romain Grosjean,3,17,17:39:33,15.073,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Marcus Ericsson,2,17,17:39:34,26.051,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Pascal Wehrlein,3,17,17:39:36,34.847,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Valtteri Bottas,3,17,17:39:52,14.978,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sergio Perez,3,20,17:47:36,26:34.6,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Esteban Ocon,3,20,17:47:51,31.657,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Kimi Raikkonen,3,20,17:48:02,26:23.8,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Pascal Wehrlein,4,21,17:50:37,22.39,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Lewis Hamilton,3,22,17:53:26,21:50.8,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sebastian Vettel,3,22,17:53:28,21:50.8,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Felipe Massa,3,22,17:53:30,21:50.7,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Lance Stroll,3,22,17:53:32,21:52.7,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Daniel Ricciardo,4,22,17:53:34,21:53.3,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Nico Hulkenberg,3,22,17:53:35,21:53.6,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Kevin Magnussen,3,22,17:53:37,21:52.7,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Fernando Alonso,3,22,17:53:38,21:53.2,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Carlos Sainz,3,22,17:53:40,21:53.7,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Romain Grosjean,4,22,17:53:42,21:53.7,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Marcus Ericsson,3,22,17:53:45,21:55.0,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Stoffel Vandoorne,3,22,17:53:48,21:54.2,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Valtteri Bottas,4,22,17:53:50,21:53.5,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Esteban Ocon,4,22,17:53:52,21:53.9,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Pascal Wehrlein,5,22,17:53:54,21:55.6,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Lewis Hamilton,4,31,18:32:21,27.025,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sebastian Vettel,4,33,18:35:52,29.317,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Stoffel Vandoorne,4,33,18:36:35,20.446,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Sergio Perez,4,33,18:38:09,14.951,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Kimi Raikkonen,4,33,18:38:11,14.943,Daniel Ricciardo,,
Azerbaijan,8,Baku City Circuit,2017,Romain Grosjean,5,36,18:42:11,24.486,Daniel Ricciardo,,
Azerbaijan,4,Baku City Circuit,2018,Kimi Raikkonen,1,1,16:16:15,30.012,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Brendon Hartley,1,1,16:16:35,21.376,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Fernando Alonso,1,1,16:16:58,56.71,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Kevin Magnussen,1,1,16:17:11,35.608,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Marcus Ericsson,1,1,16:17:16,44.107,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Sergio Perez,1,2,16:19:26,28.109,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Romain Grosjean,1,2,16:19:32,21.725,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Pierre Gasly,1,12,16:40:48,20.782,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Carlos Sainz,1,15,16:46:02,21.516,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Stoffel Vandoorne,1,17,16:49:58,21.103,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Marcus Ericsson,2,18,16:52:18,25.378,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Lewis Hamilton,1,22,16:58:07,20.377,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Brendon Hartley,2,22,16:59:24,20.809,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Lance Stroll,1,23,17:00:38,19.737,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Charles Leclerc,1,24,17:02:20,21.058,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Stoffel Vandoorne,2,25,17:05:01,20.887,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Sebastian Vettel,1,30,17:12:13,20.037,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Daniel Ricciardo,1,37,17:25:09,19.925,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Marcus Ericsson,3,36,17:25:51,32.629,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Max Verstappen,1,38,17:26:56,19.765,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Valtteri Bottas,1,40,17:30:08,20.192,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Sebastian Vettel,2,40,17:30:26,20.823,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Kevin Magnussen,2,39,17:30:36,21.778,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Lewis Hamilton,2,40,17:30:37,21.329,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Pierre Gasly,2,39,17:30:54,21.287,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Brendon Hartley,3,39,17:31:04,21.072,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Kimi Raikkonen,2,40,17:31:21,21.149,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Stoffel Vandoorne,3,39,17:31:27,20.76,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Sergio Perez,2,40,17:31:34,26.174,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Romain Grosjean,2,40,17:31:39,22.757,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Carlos Sainz,2,40,17:31:48,20.967,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Charles Leclerc,2,40,17:32:00,22.03,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Lance Stroll,2,40,17:32:03,21.236,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Fernando Alonso,2,40,17:32:15,21.371,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Marcus Ericsson,4,39,17:32:40,14.998,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2018,Stoffel Vandoorne,4,46,17:47:50,20.978,Lewis Hamilton,,
Azerbaijan,4,Baku City Circuit,2019,Daniil Kvyat,1,5,16:23:10,21.013,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Kimi Raikkonen,1,6,16:25:08,21.401,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Kevin Magnussen,1,7,16:26:55,20.118,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Antonio Giovinazzi,1,7,16:27:02,20.776,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Nico Hulkenberg,1,8,16:28:49,21.325,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Lando Norris,1,9,16:30:25,19.819,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Sergio Perez,1,10,16:32:13,20.939,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Lance Stroll,1,10,16:32:27,23.099,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Daniel Ricciardo,1,10,16:32:28,20.884,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Sebastian Vettel,1,11,16:33:45,19.981,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Valtteri Bottas,1,12,16:35:24,20.006,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Carlos Sainz,1,12,16:35:58,19.755,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Alex Albon,1,12,16:36:16,20.72,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Lewis Hamilton,1,13,16:37:17,19.993,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Max Verstappen,1,14,16:39:16,20.973,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Robert Kubica,1,14,16:40:06,15.069,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Robert Kubica,2,23,16:57:00,21.037,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,George Russell,1,25,17:00:30,20.475,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Charles Leclerc,1,34,17:14:53,20.382,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Nico Hulkenberg,2,34,17:16:30,20.87,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Romain Grosjean,1,34,17:16:33,20.906,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,George Russell,2,38,17:24:45,20.751,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Lando Norris,2,39,17:25:02,22.08,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Kevin Magnussen,2,39,17:26:07,20.859,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Robert Kubica,3,42,17:33:14,20.703,Valtteri Bottas,,
Azerbaijan,4,Baku City Circuit,2019,Charles Leclerc,2,47,17:39:16,19.857,Valtteri Bottas,,
Azerbaijan,6,Baku City Circuit,2021,George Russell,1,1,16:06:06,19.97,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Antonio Giovinazzi,1,2,16:07:56,20.402,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Fernando Alonso,1,7,16:16:54,20.168,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lando Norris,1,7,16:16:56,20.533,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Mick Schumacher,1,8,16:19:00,22.44,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Charles Leclerc,1,9,16:20:20,19.836,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Yuki Tsunoda,1,9,16:20:28,20.253,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nicholas Latifi,1,9,16:20:47,22.149,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,1,9,16:20:57,21.759,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Carlos Sainz,1,10,16:22:11,20.064,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lewis Hamilton,1,11,16:23:50,22.47,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Pierre Gasly,1,11,16:23:55,20.156,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Valtteri Bottas,1,11,16:24:08,20.356,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Daniel Ricciardo,1,11,16:24:12,20.082,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Max Verstappen,1,12,16:25:37,19.769,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sergio Perez,1,13,16:27:25,21.874,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Kimi Raikkonen,1,13,16:27:59,20.048,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sebastian Vettel,1,18,16:36:33,19.841,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Fernando Alonso,2,34,17:09:13,19.983,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Antonio Giovinazzi,2,34,17:09:14,20.193,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,George Russell,2,34,17:09:15,20.029,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Mick Schumacher,2,34,17:09:16,01:09.8,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,2,34,17:11:01,21.958,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Mick Schumacher,3,44,17:28:35,21.587,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,3,44,17:29:37,24.78,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sergio Perez,2,47,17:33:39,15.277,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lewis Hamilton,2,47,17:33:39,15.432,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sebastian Vettel,2,47,17:33:42,14.945,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Pierre Gasly,2,47,17:33:45,15.085,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Charles Leclerc,2,47,17:33:48,15.092,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Yuki Tsunoda,2,47,17:33:50,14.943,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lando Norris,2,47,17:33:53,15.866,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Carlos Sainz,2,47,17:33:56,15.119,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Daniel Ricciardo,2,47,17:34:01,14.994,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Fernando Alonso,3,47,17:34:03,15.432,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Kimi Raikkonen,2,47,17:34:05,15.064,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Antonio Giovinazzi,3,47,17:34:07,14.881,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Valtteri Bottas,2,47,17:34:08,21.346,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,George Russell,3,47,17:34:08,21.438,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,4,46,17:34:18,15.054,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Mick Schumacher,4,47,17:35:06,15.058,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sergio Perez,3,48,17:36:45,33:18.5,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lewis Hamilton,3,48,17:36:47,33:20.9,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Sebastian Vettel,3,48,17:36:49,33:20.4,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Pierre Gasly,3,48,17:36:52,33:21.8,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Charles Leclerc,3,48,17:36:53,33:22.5,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Yuki Tsunoda,3,48,17:36:55,33:23.5,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Lando Norris,3,48,17:36:57,33:30.4,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Carlos Sainz,3,48,17:36:58,33:32.7,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Daniel Ricciardo,3,48,17:37:00,33:35.2,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Fernando Alonso,4,48,17:37:04,33:34.5,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Kimi Raikkonen,3,48,17:37:06,33:36.4,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Antonio Giovinazzi,4,48,17:37:08,33:37.3,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nicholas Latifi,2,48,17:37:10,34:08.2,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Valtteri Bottas,3,48,17:37:13,33:55.2,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,George Russell,4,48,17:37:18,33:56.2,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,5,47,17:37:20,30:29.0,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Mick Schumacher,5,48,17:37:47,33:34.2,Sergio Perez,,
Azerbaijan,6,Baku City Circuit,2021,Nikita Mazepin,6,48,18:09:58,01:26.4,Sergio Perez,,
Azerbaijan,8,Baku City Circuit,2022,Nicholas Latifi,1,3,15:09:50,29.395,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Charles Leclerc,1,9,15:20:26,23.212,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,George Russell,1,9,15:20:43,20.538,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Pierre Gasly,1,9,15:20:49,22.698,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Lewis Hamilton,1,9,15:20:54,21.47,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Sebastian Vettel,1,9,15:20:55,20.249,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Yuki Tsunoda,1,9,15:20:57,23.083,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Zhou Guanyu,1,9,15:21:08,23.001,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Kevin Magnussen,1,9,15:21:11,21.555,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Alex Albon,1,9,15:21:16,25.577,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Mick Schumacher,1,9,15:21:23,26.973,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Sergio Perez,1,16,15:33:43,23.379,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Nicholas Latifi,2,17,15:37:03,22.069,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Max Verstappen,1,18,15:37:17,21.468,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Fernando Alonso,1,18,15:37:59,20.571,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Lando Norris,1,20,15:41:42,21.443,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Mick Schumacher,2,23,15:47:51,22.231,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Alex Albon,2,29,15:58:39,21.54,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Lance Stroll,1,30,16:00:30,22.059,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Max Verstappen,2,33,16:04:40,20.722,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Sergio Perez,2,33,16:04:56,22.349,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,George Russell,2,33,16:05:19,20.527,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Lewis Hamilton,2,33,16:05:49,20.831,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Daniel Ricciardo,1,33,16:06:02,21.794,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Esteban Ocon,1,33,16:06:22,22.638,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Valtteri Bottas,1,33,16:06:34,20.979,Max Verstappen,,
Azerbaijan,8,Baku City Circuit,2022,Yuki Tsunoda,2,38,16:15:56,41.5,Max Verstappen,,
Azerbaijan,4,Baku City Circuit,2023,Pierre Gasly,1,5,15:13:22,20.235,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,1,6,15:15:14,20.967,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Alex Albon,1,7,15:16:57,21.103,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Yuki Tsunoda,1,8,15:18:43,20.497,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Oscar Piastri,1,8,15:18:44,20.902,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Logan Sargeant,1,8,15:18:50,21.015,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Lewis Hamilton,1,9,15:20:23,20.324,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Lando Norris,1,9,15:20:27,20.346,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Max Verstappen,1,10,15:22:00,20.707,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Kevin Magnussen,1,10,15:22:35,30.951,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Sergio Perez,1,11,15:24:20,20.389,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Charles Leclerc,1,11,15:24:25,21.126,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Carlos Sainz,1,11,15:24:33,21.97,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Fernando Alonso,1,11,15:24:35,23.148,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,George Russell,1,11,15:24:42,20.459,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Lance Stroll,1,11,15:24:42,23.161,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Zhou Guanyu,1,11,15:25:01,22.247,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,2,12,15:27:47,22.354,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Pierre Gasly,2,23,15:48:15,21.169,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,3,34,16:08:14,21.012,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,George Russell,2,49,16:34:10,21.389,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Nico Hulkenberg,1,49,16:34:47,24.748,Sergio Perez,,
Azerbaijan,4,Baku City Circuit,2023,Esteban Ocon,1,50,16:36:20,20.367,Sergio Perez,,
Azerbaijan,17,Baku City Circuit,2024,Lance Stroll,1,1,15:06:20,21.123,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Franco Colapinto,1,10,15:22:39,20.596,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Fernando Alonso,1,11,15:24:27,20.073,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Valtteri Bottas,1,11,15:25:01,20.045,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Max Verstappen,1,12,15:26:10,21.145,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,George Russell,1,12,15:26:14,19.954,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Lewis Hamilton,1,12,15:26:34,21.289,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Yuki Tsunoda,1,12,15:26:54,20.922,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Sergio Perez,1,13,15:27:51,20.63,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Oliver Bearman,1,14,15:30:09,21.276,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Oscar Piastri,1,15,15:31:28,20.181,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Nico Hulkenberg,1,15,15:31:57,21.617,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Charles Leclerc,1,16,15:33:13,20.671,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Carlos Sainz,1,17,15:35:11,21.483,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Lance Stroll,2,22,15:45:17,20.214,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Alex Albon,1,31,16:00:54,20.287,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Zhou Guanyu,1,34,16:07:12,20.52,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Lando Norris,1,37,16:11:41,19.712,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Max Verstappen,2,49,16:33:13,20.725,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Daniel Ricciardo,1,49,16:34:12,21.984,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Esteban Ocon,1,49,16:34:42,20.634,Oscar Piastri,,
Azerbaijan,17,Baku City Circuit,2024,Pierre Gasly,1,50,16:36:20,20.257,Oscar Piastri,,
France,8,Circuit Paul Ricard,2018,Lance Stroll,1,1,16:15:46,26.576,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Sergey Sirotkin,1,1,16:15:55,26.273,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Sebastian Vettel,1,1,16:15:56,32.612,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Fernando Alonso,1,1,16:15:56,25.789,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Valtteri Bottas,1,1,16:16:38,27.955,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Max Verstappen,1,25,16:57:59,24.395,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Carlos Sainz,1,26,17:00:15,25.423,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Daniel Ricciardo,1,28,17:02:52,24.309,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Kevin Magnussen,1,28,17:03:31,25.419,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Charles Leclerc,1,31,17:08:35,25.026,Lewis Hamilton,,
France,8,Circuit Paul Ricard,2018,Lewis Hamilton,1,33,17:10:41,24.31,Lewis Hamilton,,
